date,day,rank,title,chain,shows,chain_shows,show_share,screens,chain_screens,screen_share
2024-11-18,103,1,글래디에이터 Ⅱ,씨네Q,67,182,0.368,21,89,0.236
2024-11-18,103,1,글래디에이터 Ⅱ,기타,122,525,0.232,71,399,0.178
2024-11-18,103,1,글래디에이터 Ⅱ,전체,4945,13824,0.358,1478,6036,0.245
2024-11-18,103,2,청설,CGV,1228,6124,0.201,347,2366,0.147
2024-11-18,103,2,청설,롯데시네마,638,3768,0.169,227,1646,0.138
2024-11-18,103,2,청설,메가박스,654,3225,0.203,217,1536,0.141
2024-11-18,103,2,청설,씨네Q,40,182,0.22,13,89,0.146
2024-11-18,103,2,청설,기타,52,525,0.099,36,399,0.09
2024-11-18,103,2,청설,전체,2612,13824,0.189,840,6036,0.139
2024-11-18,103,3,사흘,CGV,818,6124,0.134,236,2366,0.1
2024-11-18,103,3,사흘,롯데시네마,628,3768,0.167,196,1646,0.119
2024-11-18,103,3,사흘,메가박스,458,3225,0.142,168,1536,0.109
2024-11-18,103,3,사흘,씨네Q,20,182,0.11,11,89,0.124
2024-11-18,103,3,사흘,기타,73,525,0.139,48,399,0.12
2024-11-18,103,3,사흘,전체,1997,13824,0.144,659,6036,0.109
2024-11-18,103,4,베놈: 라스트 댄스,CGV,640,6124,0.105,240,2366,0.101
2024-11-18,103,4,베놈: 라스트 댄스,롯데시네마,327,3768,0.087,168,1646,0.102
2024-11-18,103,4,베놈: 라스트 댄스,메가박스,309,3225,0.096,158,1536,0.103
2024-11-18,103,4,베놈: 라스트 댄스,씨네Q,17,182,0.093,7,89,0.079
2024-11-18,103,4,베놈: 라스트 댄스,기타,16,525,0.03,13,399,0.033
2024-11-18,103,4,베놈: 라스트 댄스,전체,1309,13824,0.095,586,6036,0.097
2024-11-18,103,5,아마존 활명수,CGV,223,6124,0.036,151,2366,0.064
2024-11-18,103,5,아마존 활명수,롯데시네마,149,3768,0.04,114,1646,0.069
2024-11-18,103,5,아마존 활명수,메가박스,70,3225,0.022,62,1536,0.04
2024-11-18,103,5,아마존 활명수,씨네Q,7,182,0.038,7,89,0.079
2024-11-18,103,5,아마존 활명수,기타,32,525,0.061,28,399,0.07
2024-11-18,103,5,아마존 활명수,전체,481,13824,0.035,362,6036,0.06
2024-11-19,104,1,글래디에이터 Ⅱ,CGV,2302,6108,0.377,615,2408,0.255
2024-11-19,104,1,글래디에이터 Ⅱ,롯데시네마,1342,3666,0.366,419,1619,0.259
2024-11-19,104,1,글래디에이터 Ⅱ,메가박스,1014,3201,0.317,316,1512,0.209
2024-11-19,104,1,글래디에이터 Ⅱ,씨네Q,61,164,0.372,22,84,0.262
2024-11-19,104,1,글래디에이터 Ⅱ,기타,145,582,0.249,86,453,0.19
2024-11-19,104,1,글래디에이터 Ⅱ,전체,4864,13721,0.354,1458,6076,0.24
2024-11-19,104,2,청설,CGV,1252,6108,0.205,363,2408,0.151
2024-11-19,104,2,청설,롯데시네마,631,3666,0.172,222,1619,0.137
2024-11-19,104,2,청설,메가박스,653,3201,0.204,221,1512,0.146
2024-11-19,104,2,청설,씨네Q,30,164,0.183,12,84,0.143
2024-11-19,104,2,청설,기타,49,582,0.084,36,453,0.079
2024-11-19,104,2,청설,전체,2615,13721,0.191,854,6076,0.141
2024-11-19,104,3,사흘,CGV,783,6108,0.128,233,2408,0.097
2024-11-19,104,3,사흘,롯데시네마,593,3666,0.162,184,1619,0.114
2024-11-19,104,3,사흘,메가박스,432,3201,0.135,155,1512,0.103
2024-11-19,104,3,사흘,씨네Q,25,164,0.152,10,84,0.119
2024-11-19,104,3,사흘,기타,87,582,0.149,59,453,0.13
2024-11-19,104,3,사흘,전체,1920,13721,0.14,641,6076,0.105
2024-11-19,104,4,베놈: 라스트 댄스,CGV,615,6108,0.101,251,2408,0.104
2024-11-19,104,4,베놈: 라스트 댄스,롯데시네마,304,3666,0.083,163,1619,0.101
2024-11-19,104,4,베놈: 라스트 댄스,메가박스,301,3201,0.094,158,1512,0.104
2024-11-19,104,4,베놈: 라스트 댄스,씨네Q,14,164,0.085,8,84,0.095
2024-11-19,104,4,베놈: 라스트 댄스,기타,8,582,0.014,7,453,0.015
2024-11-19,104,4,베놈: 라스트 댄스,전체,1242,13721,0.091,587,6076,0.097
2024-11-19,104,5,아마존 활명수,CGV,245,6108,0.04,160,2408,0.066
2024-11-19,104,5,아마존 활명수,롯데시네마,151,3666,0.041,115,1619,0.071
2024-11-19,104,5,아마존 활명수,메가박스,69,3201,0.022,55,1512,0.036
2024-11-19,104,5,아마존 활명수,씨네Q,8,164,0.049,6,84,0.071
2024-11-19,104,5,아마존 활명수,기타,31,582,0.053,29,453,0.064
2024-11-19,104,5,아마존 활명수,전체,504,13721,0.037,365,6076,0.06
2024-11-20,105,1,위키드,CGV,2327,6439,0.361,658,2642,0.249
2024-11-20,105,1,위키드,롯데시네마,1501,3861,0.389,494,1728,0.286
2024-11-20,105,1,위키드,메가박스,1276,3514,0.363,400,1605,0.249
2024-11-20,105,1,위키드,씨네Q,79,208,0.38,32,109,0.294
2024-11-20,105,1,위키드,기타,144,741,0.194,79,554,0.143
2024-11-20,105,1,위키드,전체,5327,14763,0.361,1663,6638,0.251
2024-11-20,105,2,히든페이스,CGV,1143,6439,0.178,343,2642,0.13
2024-11-20,105,2,히든페이스,롯데시네마,683,3861,0.177,218,1728,0.126
2024-11-20,105,2,히든페이스,메가박스,593,3514,0.169,185,1605,0.115
2024-11-20,105,2,히든페이스,씨네Q,37,208,0.178,14,109,0.128
2024-11-20,105,2,히든페이스,기타,113,741,0.152,74,554,0.134
2024-11-20,105,2,히든페이스,전체,2569,14763,0.174,834,6638,0.126
2024-11-20,105,3,글래디에이터 Ⅱ,CGV,867,6439,0.135,287,2642,0.109
2024-11-20,105,3,글래디에이터 Ⅱ,롯데시네마,641,3861,0.166,243,1728,0.141
2024-11-20,105,3,글래디에이터 Ⅱ,메가박스,420,3514,0.12,167,1605,0.104
2024-11-20,105,3,글래디에이터 Ⅱ,씨네Q,33,208,0.159,18,109,0.165
2024-11-20,105,3,글래디에이터 Ⅱ,기타,116,741,0.157,87,554,0.157
2024-11-20,105,3,글래디에이터 Ⅱ,전체,2077,14763,0.141,802,6638,0.121
2024-11-20,105,4,청설,CGV,723,6439,0.112,277,2642,0.105
2024-11-20,105,4,청설,롯데시네마,359,3861,0.093,186,1728,0.108
2024-11-20,105,4,청설,메가박스,451,3514,0.128,202,1605,0.126
2024-11-20,105,4,청설,씨네Q,21,208,0.101,12,109,0.11
2024-11-20,105,4,청설,기타,30,741,0.04,24,554,0.043
2024-11-20,105,4,청설,전체,1584,14763,0.107,701,6638,0.106
2024-11-20,105,5,사흘,CGV,249,6439,0.039,168,2642,0.064
2024-11-20,105,5,사흘,롯데시네마,162,3861,0.042,121,1728,0.07
2024-11-20,105,5,사흘,메가박스,170,3514,0.048,118,1605,0.074
2024-11-20,105,5,사흘,씨네Q,7,208,0.034,5,109,0.046
2024-11-20,105,5,사흘,기타,71,741,0.096,57,554,0.103
2024-11-20,105,5,사흘,전체,659,14763,0.045,469,6638,0.071
2024-11-21,106,1,위키드,CGV,2259,6301,0.359,648,2594,0.25
2024-11-21,106,1,위키드,롯데시네마,1438,3857,0.373,488,1779,0.274
2024-11-21,106,1,위키드,메가박스,1223,3425,0.357,403,1622,0.248
2024-11-21,106,1,위키드,씨네Q,75,189,0.397,28,95,0.295
2024-11-21,106,1,위키드,기타,148,733,0.202,88,559,0.157
2024-11-21,106,1,위키드,전체,5143,14505,0.355,1655,6649,0.249
2024-11-21,106,2,히든페이스,CGV,1162,6301,0.184,346,2594,0.133
2024-11-21,106,2,히든페이스,롯데시네마,687,3857,0.178,225,1779,0.126
2024-11-21,106,2,히든페이스,메가박스,595,3425,0.174,199,1622,0.123
2024-11-21,106,2,히든페이스,씨네Q,36,189,0.19,13,95,0.137
2024-11-21,106,2,히든페이스,기타,114,733,0.156,76,559,0.136
2024-11-21,106,2,히든페이스,전체,2594,14505,0.179,859,6649,0.129
2024-11-21,106,3,글래디에이터 Ⅱ,CGV,885,6301,0.14,302,2594,0.116
2024-11-21,106,3,글래디에이터 Ⅱ,롯데시네마,641,3857,0.166,244,1779,0.137
2024-11-21,106,3,글래디에이터 Ⅱ,메가박스,408,3425,0.119,164,1622,0.101
2024-11-21,106,3,글래디에이터 Ⅱ,씨네Q,28,189,0.148,15,95,0.158
2024-11-21,106,3,글래디에이터 Ⅱ,기타,132,733,0.18,99,559,0.177
2024-11-21,106,3,글래디에이터 Ⅱ,전체,2094,14505,0.144,824,6649,0.124
2024-11-21,106,4,청설,CGV,739,6301,0.117,270,2594,0.104
2024-11-21,106,4,청설,롯데시네마,376,3857,0.097,198,1779,0.111
2024-11-21,106,4,청설,메가박스,437,3425,0.128,194,1622,0.12
2024-11-21,106,4,청설,씨네Q,18,189,0.095,11,95,0.116
2024-11-21,106,4,청설,기타,36,733,0.049,31,559,0.055
2024-11-21,106,4,청설,전체,1606,14505,0.111,704,6649,0.106
2024-11-21,106,5,사흘,CGV,181,6301,0.029,135,2594,0.052
2024-11-21,106,5,사흘,롯데시네마,154,3857,0.04,121,1779,0.068
2024-11-21,106,5,사흘,메가박스,132,3425,0.039,103,1622,0.064
2024-11-21,106,5,사흘,씨네Q,7,189,0.037,6,95,0.063
2024-11-21,106,5,사흘,기타,49,733,0.067,41,559,0.073
2024-11-21,106,5,사흘,전체,523,14505,0.036,406,6649,0.061
2024-11-22,107,1,위키드,CGV,2437,6529,0.373,692,2637,0.262
2024-11-22,107,1,위키드,롯데시네마,1583,4205,0.376,508,1813,0.28
2024-11-22,107,1,위키드,메가박스,1297,3587,0.362,410,1610,0.255
2024-11-22,107,1,위키드,씨네Q,84,216,0.389,28,97,0.289
2024-11-22,107,1,위키드,기타,154,778,0.198,91,592,0.154
2024-11-22,107,1,위키드,전체,5555,15315,0.363,1729,6749,0.256
2024-11-22,107,2,히든페이스,CGV,1292,6529,0.198,387,2637,0.147
2024-11-22,107,2,히든페이스,롯데시네마,803,4205,0.191,250,1813,0.138
2024-11-22,107,2,히든페이스,메가박스,649,3587,0.181,210,1610,0.13
2024-11-22,107,2,히든페이스,씨네Q,49,216,0.227,18,97,0.186
2024-11-22,107,2,히든페이스,기타,121,778,0.156,77,592,0.13
2024-11-22,107,2,히든페이스,전체,2914,15315,0.19,942,6749,0.14
2024-11-22,107,3,글래디에이터 Ⅱ,CGV,892,6529,0.137,305,2637,0.116
2024-11-22,107,3,글래디에이터 Ⅱ,롯데시네마,685,4205,0.163,251,1813,0.138
2024-11-22,107,3,글래디에이터 Ⅱ,메가박스,430,3587,0.12,168,1610,0.104
2024-11-22,107,3,글래디에이터 Ⅱ,씨네Q,34,216,0.157,15,97,0.155
2024-11-22,107,3,글래디에이터 Ⅱ,기타,132,778,0.17,95,592,0.16
2024-11-22,107,3,글래디에이터 Ⅱ,전체,2173,15315,0.142,834,6749,0.124
2024-11-22,107,4,청설,CGV,694,6529,0.106,267,2637,0.101
2024-11-22,107,4,청설,롯데시네마,430,4205,0.102,201,1813,0.111
2024-11-22,107,4,청설,메가박스,479,3587,0.134,198,1610,0.123
2024-11-22,107,4,청설,씨네Q,20,216,0.093,10,97,0.103
2024-11-22,107,4,청설,기타,38,778,0.049,28,592,0.047
2024-11-22,107,4,청설,전체,1661,15315,0.108,704,6749,0.104
2024-11-22,107,5,사흘,CGV,169,6529,0.026,125,2637,0.047
2024-11-22,107,5,사흘,롯데시네마,171,4205,0.041,134,1813,0.074
2024-11-22,107,5,사흘,메가박스,125,3587,0.035,93,1610,0.058
2024-11-22,107,5,사흘,씨네Q,6,216,0.028,5,97,0.052
2024-11-22,107,5,사흘,기타,58,778,0.075,51,592,0.086
2024-11-22,107,5,사흘,전체,529,15315,0.035,408,6749,0.06
2024-11-23,108,1,위키드,CGV,2735,6980,0.392,716,2748,0.261
2024-11-23,108,1,위키드,롯데시네마,1758,4601,0.382,496,1872,0.265
2024-11-23,108,1,위키드,메가박스,1496,3962,0.378,437,1791,0.244
2024-11-23,108,1,위키드,씨네Q,106,252,0.421,31,111,0.279
2024-11-23,108,1,위키드,기타,230,898,0.256,123,653,0.188
2024-11-23,108,1,위키드,전체,6325,16693,0.379,1803,7175,0.251
2024-11-23,108,2,히든페이스,CGV,1411,6980,0.202,425,2748,0.155
2024-11-23,108,2,히든페이스,롯데시네마,928,4601,0.202,280,1872,0.15
2024-11-23,108,2,히든페이스,메가박스,729,3962,0.184,257,1791,0.143
2024-11-23,108,2,히든페이스,씨네Q,55,252,0.218,20,111,0.18
2024-11-23,108,2,히든페이스,기타,129,898,0.144,89,653,0.136
2024-11-23,108,2,히든페이스,전체,3252,16693,0.195,1071,7175,0.149
2024-11-23,108,3,글래디에이터 Ⅱ,CGV,910,6980,0.13,304,2748,0.111
2024-11-23,108,3,글래디에이터 Ⅱ,롯데시네마,667,4601,0.145,226,1872,0.121
2024-11-23,108,3,글래디에이터 Ⅱ,메가박스,436,3962,0.11,183,1791,0.102
2024-11-23,108,3,글래디에이터 Ⅱ,씨네Q,36,252,0.143,14,111,0.126
2024-11-23,108,3,글래디에이터 Ⅱ,기타,154,898,0.171,105,653,0.161
2024-11-23,108,3,글래디에이터 Ⅱ,전체,2203,16693,0.132,832,7175,0.116
2024-11-23,108,4,청설,CGV,622,6980,0.089,256,2748,0.093
2024-11-23,108,4,청설,롯데시네마,465,4601,0.101,192,1872,0.103
2024-11-23,108,4,청설,메가박스,504,3962,0.127,202,1791,0.113
2024-11-23,108,4,청설,씨네Q,19,252,0.075,13,111,0.117
2024-11-23,108,4,청설,기타,42,898,0.047,31,653,0.047
2024-11-23,108,4,청설,전체,1652,16693,0.099,694,7175,0.097
2024-11-23,108,5,사흘,CGV,110,6980,0.016,87,2748,0.032
2024-11-23,108,5,사흘,롯데시네마,147,4601,0.032,114,1872,0.061
2024-11-23,108,5,사흘,메가박스,127,3962,0.032,104,1791,0.058
2024-11-23,108,5,사흘,씨네Q,8,252,0.032,8,111,0.072
2024-11-23,108,5,사흘,기타,66,898,0.073,52,653,0.08
2024-11-23,108,5,사흘,전체,458,16693,0.027,365,7175,0.051
2024-11-24,109,1,위키드,CGV,2633,6785,0.388,714,2727,0.262
2024-11-24,109,1,위키드,롯데시네마,1675,4385,0.382,500,1846,0.271
2024-11-24,109,1,위키드,메가박스,1421,3842,0.37,431,1749,0.246
2024-11-24,109,1,위키드,씨네Q,97,234,0.415,34,112,0.304
2024-11-24,109,1,위키드,기타,231,888,0.26,122,636,0.192
2024-11-24,109,1,위키드,전체,6057,16134,0.375,1801,7070,0.255
2024-11-24,109,2,히든페이스,CGV,1401,6785,0.206,422,2727,0.155
2024-11-24,109,2,히든페이스,롯데시네마,894,4385,0.204,285,1846,0.154
2024-11-24,109,2,히든페이스,메가박스,730,3842,0.19,242,1749,0.138
2024-11-24,109,2,히든페이스,씨네Q,50,234,0.214,22,112,0.196
2024-11-24,109,2,히든페이스,기타,128,888,0.144,90,636,0.142
2024-11-24,109,2,히든페이스,전체,3203,16134,0.199,1061,7070,0.15
2024-11-24,109,3,글래디에이터 Ⅱ,CGV,900,6785,0.133,314,2727,0.115
2024-11-24,109,3,글래디에이터 Ⅱ,롯데시네마,623,4385,0.142,223,1846,0.121
2024-11-24,109,3,글래디에이터 Ⅱ,메가박스,427,3842,0.111,173,1749,0.099
2024-11-24,109,3,글래디에이터 Ⅱ,씨네Q,34,234,0.145,13,112,0.116
2024-11-24,109,3,글래디에이터 Ⅱ,기타,162,888,0.182,102,636,0.16
2024-11-24,109,3,글래디에이터 Ⅱ,전체,2146,16134,0.133,825,7070,0.117
2024-11-24,109,4,청설,CGV,595,6785,0.088,261,2727,0.096
2024-11-24,109,4,청설,롯데시네마,463,4385,0.106,195,1846,0.106
2024-11-24,109,4,청설,메가박스,481,3842,0.125,204,1749,0.117
2024-11-24,109,4,청설,씨네Q,18,234,0.077,11,112,0.098
2024-11-24,109,4,청설,기타,41,888,0.046,30,636,0.047
2024-11-24,109,4,청설,전체,1598,16134,0.099,701,7070,0.099
2024-11-24,109,5,사흘,CGV,105,6785,0.015,85,2727,0.031
2024-11-24,109,5,사흘,롯데시네마,121,4385,0.028,100,1846,0.054
2024-11-24,109,5,사흘,메가박스,106,3842,0.028,85,1749,0.049
2024-11-24,109,5,사흘,씨네Q,5,234,0.021,5,112,0.045
2024-11-24,109,5,사흘,기타,62,888,0.07,52,636,0.082
2024-11-24,109,5,사흘,전체,399,16134,0.025,327,7070,0.046
2024-11-25,110,1,위키드,CGV,2296,6174,0.372,678,2526,0.268
2024-11-25,110,1,위키드,롯데시네마,1418,3795,0.374,478,1629,0.293
2024-11-25,110,1,위키드,메가박스,1139,3255,0.35,376,1513,0.249
2024-11-25,110,1,위키드,씨네Q,56,152,0.368,23,69,0.333
2024-11-25,110,1,위키드,기타,114,516,0.221,62,384,0.161
2024-11-25,110,1,위키드,전체,5023,13892,0.362,1617,6121,0.264
2024-11-25,110,2,히든페이스,CGV,1360,6174,0.22,394,2526,0.156
2024-11-25,110,2,히든페이스,롯데시네마,808,3795,0.213,241,1629,0.148
2024-11-25,110,2,히든페이스,메가박스,695,3255,0.214,216,1513,0.143
2024-11-25,110,2,히든페이스,씨네Q,38,152,0.25,11,69,0.159
2024-11-25,110,2,히든페이스,기타,76,516,0.147,51,384,0.133
2024-11-25,110,2,히든페이스,전체,2977,13892,0.214,913,6121,0.149
2024-11-25,110,3,글래디에이터 Ⅱ,CGV,839,6174,0.136,297,2526,0.118
2024-11-25,110,3,글래디에이터 Ⅱ,롯데시네마,600,3795,0.158,224,1629,0.138
2024-11-25,110,3,글래디에이터 Ⅱ,메가박스,379,3255,0.116,160,1513,0.106
2024-11-25,110,3,글래디에이터 Ⅱ,씨네Q,24,152,0.158,11,69,0.159
2024-11-25,110,3,글래디에이터 Ⅱ,기타,84,516,0.163,61,384,0.159
2024-11-25,110,3,글래디에이터 Ⅱ,전체,1926,13892,0.139,753,6121,0.123
2024-11-25,110,4,청설,CGV,572,6174,0.093,252,2526,0.1
2024-11-25,110,4,청설,롯데시네마,405,3795,0.107,183,1629,0.112
2024-11-25,110,4,청설,메가박스,399,3255,0.123,180,1513,0.119
2024-11-25,110,4,청설,씨네Q,14,152,0.092,6,69,0.087
2024-11-25,110,4,청설,기타,25,516,0.048,18,384,0.047
2024-11-25,110,4,청설,전체,1415,13892,0.102,639,6121,0.104
2024-11-25,110,5,사흘,CGV,85,6174,0.014,68,2526,0.027
2024-11-25,110,5,사흘,롯데시네마,134,3795,0.035,111,1629,0.068
2024-11-25,110,5,사흘,메가박스,83,3255,0.025,73,1513,0.048
2024-11-25,110,5,사흘,씨네Q,1,152,0.007,1,69,0.014
2024-11-25,110,5,사흘,기타,24,516,0.047,23,384,0.06
2024-11-25,110,5,사흘,전체,327,13892,0.024,276,6121,0.045
2024-11-26,111,1,위키드,CGV,2302,6196,0.372,678,2528,0.268
2024-11-26,111,1,위키드,롯데시네마,1412,3792,0.372,475,1636,0.29
2024-11-26,111,1,위키드,메가박스,1126,3226,0.349,379,1506,0.252
2024-11-26,111,1,위키드,씨네Q,56,173,0.324,22,87,0.253
2024-11-26,111,1,위키드,기타,124,612,0.203,69,449,0.154
2024-11-26,111,1,위키드,전체,5020,13999,0.359,1623,6206,0.262
2024-11-26,111,2,히든페이스,CGV,1367,6196,0.221,394,2528,0.156
2024-11-26,111,2,히든페이스,롯데시네마,808,3792,0.213,250,1636,0.153
2024-11-26,111,2,히든페이스,메가박스,704,3226,0.218,212,1506,0.141
2024-11-26,111,2,히든페이스,씨네Q,44,173,0.254,15,87,0.172
2024-11-26,111,2,히든페이스,기타,97,612,0.158,57,449,0.127
2024-11-26,111,2,히든페이스,전체,3020,13999,0.216,928,6206,0.15
2024-11-26,111,3,글래디에이터 Ⅱ,CGV,856,6196,0.138,304,2528,0.12
2024-11-26,111,3,글래디에이터 Ⅱ,롯데시네마,614,3792,0.162,227,1636,0.139
2024-11-26,111,3,글래디에이터 Ⅱ,메가박스,371,3226,0.115,167,1506,0.111
2024-11-26,111,3,글래디에이터 Ⅱ,씨네Q,27,173,0.156,14,87,0.161
2024-11-26,111,3,글래디에이터 Ⅱ,기타,98,612,0.16,68,449,0.151
2024-11-26,111,3,글래디에이터 Ⅱ,전체,1966,13999,0.14,780,6206,0.126
2024-11-26,111,4,청설,CGV,562,6196,0.091,251,2528,0.099
2024-11-26,111,4,청설,롯데시네마,405,3792,0.107,183,1636,0.112
2024-11-26,111,4,청설,메가박스,403,3226,0.125,185,1506,0.123
2024-11-26,111,4,청설,씨네Q,14,173,0.081,7,87,0.08
2024-11-26,111,4,청설,기타,28,612,0.046,20,449,0.045
2024-11-26,111,4,청설,전체,1412,13999,0.101,646,6206,0.104
2024-11-26,111,5,베놈: 라스트 댄스,CGV,130,6196,0.021,107,2528,0.042
2024-11-26,111,5,베놈: 라스트 댄스,롯데시네마,91,3792,0.024,76,1636,0.046
2024-11-26,111,5,베놈: 라스트 댄스,메가박스,92,3226,0.029,72,1506,0.048
2024-11-26,111,5,베놈: 라스트 댄스,씨네Q,6,173,0.035,6,87,0.069
2024-11-26,111,5,베놈: 라스트 댄스,기타,1,612,0.002,1,449,0.002
2024-11-26,111,5,베놈: 라스트 댄스,전체,320,13999,0.023,262,6206,0.042
2024-11-27,112,1,모아나 2,CGV,3186,7131,0.447,708,2590,0.273
2024-11-27,112,1,모아나 2,롯데시네마,1950,4320,0.451,509,1714,0.297
2024-11-27,112,1,모아나 2,메가박스,1752,3872,0.452,415,1585,0.262
2024-11-27,112,1,모아나 2,씨네Q,102,227,0.449,31,94,0.33
2024-11-27,112,1,모아나 2,기타,266,850,0.313,116,600,0.193
2024-11-27,112,1,모아나 2,전체,7256,16400,0.442,1779,6583,0.27
2024-11-27,112,2,위키드,CGV,1319,7131,0.185,465,2590,0.18
2024-11-27,112,2,위키드,롯데시네마,925,4320,0.214,350,1714,0.204
2024-11-27,112,2,위키드,메가박스,633,3872,0.163,259,1585,0.163
2024-11-27,112,2,위키드,씨네Q,39,227,0.172,16,94,0.17
2024-11-27,112,2,위키드,기타,118,850,0.139,89,600,0.148
2024-11-27,112,2,위키드,전체,3034,16400,0.185,1179,6583,0.179
2024-11-27,112,3,히든페이스,CGV,1068,7131,0.15,358,2590,0.138
2024-11-27,112,3,히든페이스,롯데시네마,624,4320,0.144,262,1714,0.153
2024-11-27,112,3,히든페이스,메가박스,553,3872,0.143,208,1585,0.131
2024-11-27,112,3,히든페이스,씨네Q,35,227,0.154,13,94,0.138
2024-11-27,112,3,히든페이스,기타,94,850,0.111,61,600,0.102
2024-11-27,112,3,히든페이스,전체,2374,16400,0.145,902,6583,0.137
2024-11-27,112,4,글래디에이터 Ⅱ,CGV,459,7131,0.064,263,2590,0.102
2024-11-27,112,4,글래디에이터 Ⅱ,롯데시네마,320,4320,0.074,189,1714,0.11
2024-11-27,112,4,글래디에이터 Ⅱ,메가박스,239,3872,0.062,147,1585,0.093
2024-11-27,112,4,글래디에이터 Ⅱ,씨네Q,25,227,0.11,12,94,0.128
2024-11-27,112,4,글래디에이터 Ⅱ,기타,79,850,0.093,70,600,0.117
2024-11-27,112,4,글래디에이터 Ⅱ,전체,1122,16400,0.068,681,6583,0.103
2024-11-27,112,5,청설,CGV,296,7131,0.042,204,2590,0.079
2024-11-27,112,5,청설,롯데시네마,152,4320,0.035,112,1714,0.065
2024-11-27,112,5,청설,메가박스,208,3872,0.054,138,1585,0.087
2024-11-27,112,5,청설,씨네Q,8,227,0.035,4,94,0.043
2024-11-27,112,5,청설,기타,16,850,0.019,15,600,0.025
2024-11-27,112,5,청설,전체,680,16400,0.041,473,6583,0.072
2024-11-28,113,1,모아나 2,CGV,3062,7034,0.435,658,2534,0.26
2024-11-28,113,1,모아나 2,롯데시네마,1819,4276,0.425,435,1652,0.263
2024-11-28,113,1,모아나 2,메가박스,1611,3687,0.437,390,1511,0.258
2024-11-28,113,1,모아나 2,씨네Q,95,213,0.446,26,84,0.31
2024-11-28,113,1,모아나 2,기타,249,817,0.305,122,601,0.203
2024-11-28,113,1,모아나 2,전체,6836,16027,0.427,1631,6382,0.256
2024-11-28,113,2,위키드,CGV,1300,7034,0.185,442,2534,0.174
2024-11-28,113,2,위키드,롯데시네마,912,4276,0.213,331,1652,0.2
2024-11-28,113,2,위키드,메가박스,629,3687,0.171,247,1511,0.163
2024-11-28,113,2,위키드,씨네Q,40,213,0.188,18,84,0.214
2024-11-28,113,2,위키드,기타,116,817,0.142,88,601,0.146
2024-11-28,113,2,위키드,전체,2997,16027,0.187,1126,6382,0.176
2024-11-28,113,3,히든페이스,CGV,1072,7034,0.152,346,2534,0.137
2024-11-28,113,3,히든페이스,롯데시네마,676,4276,0.158,261,1652,0.158
2024-11-28,113,3,히든페이스,메가박스,566,3687,0.154,194,1511,0.128
2024-11-28,113,3,히든페이스,씨네Q,40,213,0.188,14,84,0.167
2024-11-28,113,3,히든페이스,기타,100,817,0.122,71,601,0.118
2024-11-28,113,3,히든페이스,전체,2454,16027,0.153,886,6382,0.139
2024-11-28,113,4,글래디에이터 Ⅱ,CGV,428,7034,0.061,243,2534,0.096
2024-11-28,113,4,글래디에이터 Ⅱ,롯데시네마,336,4276,0.079,184,1652,0.111
2024-11-28,113,4,글래디에이터 Ⅱ,메가박스,233,3687,0.063,139,1511,0.092
2024-11-28,113,4,글래디에이터 Ⅱ,씨네Q,20,213,0.094,10,84,0.119
2024-11-28,113,4,글래디에이터 Ⅱ,기타,70,817,0.086,59,601,0.098
2024-11-28,113,4,글래디에이터 Ⅱ,전체,1087,16027,0.068,635,6382,0.099
2024-11-28,113,5,청설,CGV,256,7034,0.036,184,2534,0.073
2024-11-28,113,5,청설,롯데시네마,151,4276,0.035,110,1652,0.067
2024-11-28,113,5,청설,메가박스,196,3687,0.053,140,1511,0.093
2024-11-28,113,5,청설,씨네Q,9,213,0.042,7,84,0.083
2024-11-28,113,5,청설,기타,14,817,0.017,14,601,0.023
2024-11-28,113,5,청설,전체,626,16027,0.039,455,6382,0.071
2024-11-29,114,1,모아나 2,CGV,3314,7346,0.451,704,2582,0.273
2024-11-29,114,1,모아나 2,롯데시네마,1995,4673,0.427,460,1733,0.265
2024-11-29,114,1,모아나 2,메가박스,1685,3935,0.428,410,1623,0.253
2024-11-29,114,1,모아나 2,씨네Q,120,247,0.486,28,88,0.318
2024-11-29,114,1,모아나 2,기타,280,813,0.344,126,548,0.23
2024-11-29,114,1,모아나 2,전체,7394,17014,0.435,1728,6574,0.263
2024-11-29,114,2,위키드,CGV,1379,7346,0.188,452,2582,0.175
2024-11-29,114,2,위키드,롯데시네마,1002,4673,0.214,346,1733,0.2
2024-11-29,114,2,위키드,메가박스,678,3935,0.172,271,1623,0.167
2024-11-29,114,2,위키드,씨네Q,49,247,0.198,20,88,0.227
2024-11-29,114,2,위키드,기타,120,813,0.148,86,548,0.157
2024-11-29,114,2,위키드,전체,3228,17014,0.19,1175,6574,0.179
2024-11-29,114,3,히든페이스,CGV,1127,7346,0.153,351,2582,0.136
2024-11-29,114,3,히든페이스,롯데시네마,745,4673,0.159,282,1733,0.163
2024-11-29,114,3,히든페이스,메가박스,625,3935,0.159,220,1623,0.136
2024-11-29,114,3,히든페이스,씨네Q,41,247,0.166,14,88,0.159
2024-11-29,114,3,히든페이스,기타,95,813,0.117,60,548,0.109
2024-11-29,114,3,히든페이스,전체,2633,17014,0.155,927,6574,0.141
2024-11-29,114,4,글래디에이터 Ⅱ,CGV,422,7346,0.057,260,2582,0.101
2024-11-29,114,4,글래디에이터 Ⅱ,롯데시네마,356,4673,0.076,176,1733,0.102
2024-11-29,114,4,글래디에이터 Ⅱ,메가박스,236,3935,0.06,149,1623,0.092
